player_name,team_abbr,position,overall,espn_id,rating_source,rating_year
Kam Sanders,af,G,69.4,5313893,2k,2026
Keaton Frisch,af,F,76.0,5313895,2k,2026
Kolby Gilles,af,F,74.8,5182079,2k,2026
Kyle Marshall,af,G,72.0,5247865,2k,2026
Lucas Hobin,af,F,72.8,5313899,2k,2026
Riley Dering,af,F,76.7,5313894,2k,2026
Sam Imade,af,F,72.2,5313901,2k,2026
Wesley Celichowski,af,C,76.8,5182077,2k,2026
Amani Lyles,akr,F,72.8,5108060,2k,2026
Bowen Hardman,akr,G,75.9,5105840,2k,2026
Chabi Barre,akr,F,78.0,5105882,2k,2026
Cody Head,akr,G,75.2,5176192,2k,2026
Conner Groce,akr,G,77.2,5241472,2k,2026
Eric Mahaffey,akr,G,72.7,5241471,2k,2026
Evan Mahaffey,akr,G,72.0,5105847,2k,2026
Josh Henderson,akr,G,74.6,5314280,2k,2026
Marvin Musiime-Kamali,akr,G,71.3,5176139,2k,2026
Ognjen Stankovic,akr,G,69.4,5314282,2k,2026
Rich Brisco,akr,F,77.3,5241469,2k,2026
Shammah Scott,akr,G,70.0,5106652,2k,2026
Sharron Young,akr,G,68.8,5241470,2k,2026
Tai Perkins,akr,G,70.7,5314279,2k,2026
Tavari Johnson,akr,G,74.0,5108059,2k,2026
Zach Halligan,akr,G,76.5,5176138,2k,2026
Aden Holloway,ala,G,74.6,4684276,2k,2026
Aiden Sherrell,ala,F,69.5,4873184,2k,2026
Amari Allen,ala,F,78.0,5101833,2k,2026
Collins Onyejiaka,ala,C,69.7,5311499,2k,2026
Davion Hannah,ala,G,75.2,5101805,2k,2026
Houston Mallette,ala,G,72.7,4709141,2k,2026
Jack Fagan,ala,G,75.9,5325014,2k,2026
Jacob Martin,ala,F,71.5,5325011,2k,2026
Jalil Bethea,ala,G,77.8,5101656,2k,2026
Keitenn Bristow,ala,F,76.0,5241440,2k,2026
Klark James,ala,G,74.0,5325013,2k,2026
Latrell Wrightsell,ala,G,68.8,4702484,2k,2026
London Jemison,ala,F,72.8,5144139,2k,2026
Noah Williamson,ala,C,68.4,5105668,2k,2026
Preston Murphy Jr.,ala,G,71.3,4433289,2k,2026
Taylor Bol Bowen,ala,F,76.7,4685658,2k,2026
Alex Hawkins,alcn,SG,75.4,5313434,2k,2026
Bryson Calamese,alcn,PG,78.5,5313433,2k,2026
Davian Williams,alcn,PG,71.3,5243188,2k,2026
Jameel Morris,alcn,PG,72.7,5177232,2k,2026
Jeremy Ellis,alcn,PF,76.8,5313432,2k,2026
Mike Jones,alcn,SG,74.1,5313435,2k,2026
Nick Woodard,alcn,SF,70.2,5242279,2k,2026
Omari Hamilton,alcn,F,76.0,5243190,2k,2026
Ray Glasgow,alcn,SG,76.7,5242993,2k,2026
Shane Lancaster,alcn,G,74.0,5107789,2k,2026
Travis Roberts,alcn,SG,71.5,4684734,2k,2026
Tycen McDaniels,alcn,F,72.8,5243189,2k,2026
William Henderson,alcn,F,74.8,5256466,2k,2026
Asjon Anderson,alst,G,77.8,5105478,2k,2026
Cameron Palesse,alst,G,71.3,4897484,2k,2026
Damarien Yates,alst,G,68.8,5240279,2k,2026
Damarion Bonds,alst,G,76.5,5114198,2k,2026
Damion Cox Jr.,alst,G,75.2,5313400,2k,2026
JaSteven Walker,alst,F,68.9,5107441,2k,2026
Jerquarius Stanback,alst,F,69.5,5242812,2k,2026
Jordon Marshall,alst,G,73.3,5242810,2k,2026
Kevin Alabi,alst,F,78.0,5242811,2k,2026
Mario Andrews,alst,C,76.2,5242808,2k,2026
Micah Simpson,alst,G,70.7,5242807,2k,2026
R'Chaun King,alst,F,74.1,5313402,2k,2026
Trey Miller,alst,G,72.0,5108892,2k,2026
Tyler Byrd,alst,G,75.9,5313399,2k,2026
Tyler Mack,alst,G,74.0,5178892,2k,2026
Tyler Mason,alst,F,72.2,5313401,2k,2026
Bryson Wheatfall,amcc,G,69.4,5314704,2k,2026
Cedric Horton,amcc,G,75.2,5314708,2k,2026
Cenker Evran,amcc,F,76.7,5314709,2k,2026
D'Avian Houston,amcc,G,74.6,4585602,2k,2026
Daniel Michelini-Jackson,amcc,G,74.0,5314705,2k,2026
Franck Yetna,amcc,F,67.6,5111902,2k,2026
Jaden Haire,amcc,F,75.4,5314706,2k,2026
Jamal Ambrose,amcc,F,78.0,5107267,2k,2026
Kam Parker,amcc,G,72.0,5176710,2k,2026
Kayden Crosby,amcc,F,77.3,5243129,2k,2026
Kobi Pearson,amcc,F,70.8,5314703,2k,2026
Leo Torbor,amcc,G,70.0,5107813,2k,2026
Mason Gibson,amcc,G,76.5,4898169,2k,2026
Michael Oaks,amcc,F,72.8,5193275,2k,2026
Nick Shogbonyo,amcc,G,70.7,5241914,2k,2026
Sheldon Williams,amcc,F,68.2,5243128,2k,2026
Trenton Pane,amcc,G,72.7,5314707,2k,2026
Adrian Samuels,amer,G,68.1,5105280,2k,2026
Carson McDonald,amer,F,70.8,5314449,2k,2026
Chris Eagan,amer,F,74.8,5314451,2k,2026
Dean Hogans,amer,G,74.6,5314445,2k,2026
Eric Michaels,amer,F,70.2,5242760,2k,2026
Geoff Sprouse,amer,G,66.8,5105660,2k,2026
Gibraltar Coleman,amer,F,76.0,5176026,2k,2026
Greg Jones,amer,F,72.8,5176028,2k,2026
Jack Anderson,amer,G,78.5,5314447,2k,2026
Julen Iturbe,amer,F,73.5,5242761,2k,2026
Kade Sebastian,amer,G,67.5,5314446,2k,2026
Kamran Prince,amer,G,68.8,5236228,2k,2026
Luke Brown,amer,F,77.3,5314450,2k,2026
Madden Collins,amer,G,75.9,5314444,2k,2026
Matt Mayock,amer,F,71.5,5176029,2k,2026
Matthew Casey,amer,G,77.2,5314448,2k,2026
Noah Jones,amer,F,72.2,5176027,2k,2026
Shane O'Reilly,amer,G,69.4,5242759,2k,2026
Wyatt Nausadis,amer,G,70.0,5242758,2k,2026
Alonzo Dodd,app,G,74.6,5108925,2k,2026
Andrin Njock,app,F,69.5,5239586,2k,2026
Brewer Carruth,app,G,76.5,5240665,2k,2026
Cameron O'Kelley,app,G,69.4,5239584,2k,2026
Chad Moodie,app,F,70.8,5177526,2k,2026
Dalyn Brandon,app,G,77.8,5240668,2k,2026
Eren Banks,app,G,78.5,5176798,2k,2026
Grant Clayton,app,F,74.8,5312356,2k,2026
Jacari Brim,app,G,77.2,5312352,2k,2026
Jalen Tot,app,G,68.8,5312355,2k,2026
Jason Clarke Jr.,app,G,75.9,5239579,2k,2026
KJ Vasser,app,G,68.1,5312351,2k,2026
Kasen Jennings,app,G,74.0,4700841,2k,2026
Luke Ledford,app,G,73.3,5176759,2k,2026
Luke Wilson,app,C,66.5,5176754,2k,2026
Michael Marcus Jr.,app,F,72.2,5239587,2k,2026
Ted Neal,app,G,70.7,5312353,2k,2026
Tre McKinnon,app,F,71.5,5312354,2k,2026
Anton Brookshire,apsu,PG,78.5,4683734,2k,2026
Collin Parker,apsu,F,72.2,5312891,2k,2026
Creighton Morisch,apsu,F,72.8,5312888,2k,2026
Hansel Enmanuel,apsu,PG,77.2,5108913,2k,2026
Ja'Corey Robinson,apsu,PG,72.0,5312890,2k,2026
Matt Enright,apsu,PG,76.5,5312887,2k,2026
Quan Lax,apsu,PG,75.2,5239753,2k,2026
Rashaud Marshall,apsu,F,74.1,5060699,2k,2026
Tate McCubbin,apsu,G,74.0,5239748,2k,2026
Terrell Gaines,apsu,PG,75.9,5239750,2k,2026
Travis Torain,apsu,G,71.3,5312889,2k,2026
Tyler Wagner,apsu,G,70.7,5312886,2k,2026
Zyree Collins,apsu,PG,77.8,5312885,2k,2026
Addison Arnold,ariz,G,77.8,4896359,2k,2026
Anthony Dell'Orso,ariz,G,75.9,5108141,2k,2026
Bryce James,ariz,G,73.3,5082287,2k,2026
Dwayne Aristode,ariz,F,78.0,5186456,2k,2026
Evan Nelson,ariz,G,70.7,4702960,2k,2026
Ivan Kharchenkov,ariz,F,72.2,5311896,2k,2026
Jackson Cook,ariz,G,76.5,5174956,2k,2026
Jackson Francois,ariz,G,74.6,5105542,2k,2026
Mabil Mawut,ariz,F,70.8,5311898,2k,2026
Motiejus Krivas,ariz,C,71.0,5174954,2k,2026
Sidi Gueye,ariz,F,73.5,5311897,2k,2026
Sven Djopmo,ariz,G,75.2,5239487,2k,2026
Tobe Awaka,ariz,F,76.7,5105555,2k,2026
Amere Brown,ark,G,78.5,5144085,2k,2026
Ayden Kelley,ark,G,75.9,5238196,2k,2026
Billy Richmond III,ark,G,74.0,5060732,2k,2026
D.J. Wagner,ark,G,71.3,4683777,2k,2026
Elmir Džafic,ark,C,76.8,5311500,2k,2026
Isaiah Sealy,ark,G,72.7,5101797,2k,2026
Jaden Karuletwa,ark,G,76.5,5238194,2k,2026
Karim Rtail,ark,G,73.3,5281348,2k,2026
Karter Knox,ark,G,75.2,4869777,2k,2026
Malique Ewin,ark,F,76.7,5105546,2k,2026
Nick Pringle,ark,F,74.1,4703887,2k,2026
Paulo Semedo,ark,F,71.5,5258495,2k,2026
Alex Engro,army,G,75.9,5243047,2k,2026
Brendon O'Keefe,army,G,69.4,5243046,2k,2026
Chanse Perkins,army,F,68.2,5108812,2k,2026
Dayon Polk,army,G,68.1,5243048,2k,2026
Dillon Watt,army,G,67.5,5314457,2k,2026
Dylan Benner,army,F,77.3,5314458,2k,2026
Dylan Murans,army,F,69.5,5243050,2k,2026
Jacen Holloway,army,F,72.8,5243043,2k,2026
Jackson Furman,army,G,74.6,5314456,2k,2026
Jackson Mayo,army,G,71.3,5108813,2k,2026
Jahaan Green,army,G,74.0,5314459,2k,2026
Jaxson Bell,army,G,78.5,5243049,2k,2026
Jorn Everson,army,F,74.8,5108810,2k,2026
Joshua Eli,army,F,76.0,5243044,2k,2026
Kevin McCarthy,army,G,70.7,5243045,2k,2026
Nnaemeka Ikechi,army,F,72.2,5243051,2k,2026
Ryan Curry,army,G,77.2,5176030,2k,2026
Tate Laczkowski,army,F,71.5,5176034,2k,2026
Aly Tounkara,arst,F,68.2,5242438,2k,2026
CJ Geathers,arst,G,75.2,5312386,2k,2026
Chandler Jackson,arst,G,72.0,4712843,2k,2026
Christian Harmon,arst,G,74.0,5312387,2k,2026
Chudi Dioramma,arst,F,76.0,5175409,2k,2026
Fredy-Salam Sylla,arst,G,69.4,5312391,2k,2026
Grayson Bennett,arst,F,78.0,5312385,2k,2026
Jalen Hampton,arst,G,74.6,5241394,2k,2026
Jaxon Ellingsworth,arst,F,75.4,5106055,2k,2026
Joey Chammaa,arst,G,77.2,5176449,2k,2026
Matt Hayman,arst,G,73.3,5109782,2k,2026
Rho Omed,arst,F,70.2,5331274,2k,2026
Royal Blue Smith,arst,G,70.0,5312390,2k,2026
TJ Caldwell,arst,G,77.8,5105545,2k,2026
Tim Matthews,arst,G,71.3,5312389,2k,2026
Weston Honeycutt,arst,G,72.7,5312388,2k,2026
Adante' Holiman,asu,G,75.2,4684620,2k,2026
Allen Mukeba,asu,F,71.5,5109033,2k,2026
Andrija Grbovic,asu,F,75.4,5311900,2k,2026
Anthony Johnson,asu,G,74.0,5189257,2k,2026
Bryce Ford,asu,G,76.5,5176231,2k,2026
Dame Salane,asu,C,69.0,5311902,2k,2026
Jovan Icitovic,asu,F,74.1,5311904,2k,2026
Kash Polk,asu,F,70.2,5144131,2k,2026
Marcus Adams Jr.,asu,F,78.0,5142326,2k,2026
Massamba Diop,asu,C,76.2,5311903,2k,2026
Maurice Odum,asu,G,71.3,5105457,2k,2026
Noah Meeusen,asu,G,72.7,5311901,2k,2026
Quentin McCoy,asu,G,73.3,5239488,2k,2026
Santiago Trouet,asu,F,68.9,5176444,2k,2026
Trevor Best,asu,G,77.8,5263625,2k,2026
Vijay Wallace,asu,G,68.8,5311899,2k,2026
Abdul Bashir,aub,G,78.5,5311501,2k,2026
Blake Muschalek,aub,G,73.3,5174652,2k,2026
Bradley Pearson,aub,G,71.3,5311505,2k,2026
CJ Williams,aub,G,68.1,5106287,2k,2026
Drake Cardwell,aub,G,77.2,5238198,2k,2026
Elyjah Freeman,aub,G,76.5,5311502,2k,2026
Emeka Opurum,aub,C,71.7,5311503,2k,2026
Filip Jovic,aub,F,74.8,5311506,2k,2026
Jeremiah Bowman,aub,G,77.8,5311504,2k,2026
Joah Shay,aub,G,70.0,5238197,2k,2026
Kaden Magwood,aub,G,74.6,5101808,2k,2026
KeShawn Murphy,aub,F,73.5,4683756,2k,2026
Kevin Overton,aub,G,72.0,5176314,2k,2026
Keyshawn Hall,aub,F,75.4,5075625,2k,2026
Reed Trapp,aub,G,69.4,5174653,2k,2026
Sebastian Williams-Adams,aub,F,67.0,5095154,2k,2026
Simon Walker,aub,G,68.8,5223184,2k,2026
Tahaad Pettiford,aub,G,70.7,4873089,2k,2026
Alex Farley,ball,G,74.6,5312914,2k,2026
Armoni Zeigler,ball,G,68.8,5177148,2k,2026
Cam Denson,ball,F,75.4,5105458,2k,2026
Davion Hill,ball,G,72.0,5176370,2k,2026
Devon Barnes,ball,G,78.5,5176789,2k,2026
Easton Foster,ball,F,72.8,5312912,2k,2026
Elmore James IV,ball,G,70.7,5108010,2k,2026
Fatt Hill,ball,G,71.3,5241480,2k,2026
Jai Anthoni Bearden,ball,F,77.3,5241481,2k,2026
Joey Hart,ball,G,72.7,5093254,2k,2026
Juwan Maxey,ball,G,69.4,5241705,2k,2026
Kayden Fish,ball,F,73.5,5103584,2k,2026
Kody Clancy,ball,G,77.2,5241482,2k,2026
Mason Jones,ball,F,69.5,5176167,2k,2026
Preston Copeland,ball,F,76.0,5312913,2k,2026
Zane Doughty,ball,C,74.2,5176168,2k,2026
Andre Iguodala II,bay,G,76.5,5196940,2k,2026
Caden Powell,bay,C,72.3,5107866,2k,2026
Dan Skillings Jr.,bay,G,72.0,5105811,2k,2026
Drew Perry,bay,G,74.0,5311905,2k,2026
Isaac Williams IV,bay,G,70.0,5243130,2k,2026
JJ White,bay,G,70.7,5107260,2k,2026
James Goodis,bay,G,77.2,5174781,2k,2026
James Nnaji,bay,C,74.2,5144059,2k,2026
Juslin Bodo Bodo,bay,C,76.8,5175662,2k,2026
Maikcol Perez,bay,F,74.1,5311907,2k,2026
Mayo Soyoye,bay,C,70.3,5311906,2k,2026
Michael Rataj,bay,G,72.7,5105627,2k,2026
Obi Agbim,bay,G,78.5,5241273,2k,2026
Tounde Yessoufou,bay,G,69.4,5095152,2k,2026
Will Kuykendall,bay,G,75.9,5174953,2k,2026
Aidan Shaw,bc,G,71.3,5105543,2k,2026
Akbar Waheed III,bc,G,68.8,5210830,2k,2026
Boden Kapke,bc,F,73.5,5103631,2k,2026
Caleb Steger,bc,G,70.7,5196919,2k,2026
Chase Forte,bc,G,75.9,4706918,2k,2026
Donald Hand Jr.,bc,G,75.2,4683629,2k,2026
Fred Payne,bc,G,73.3,4684268,2k,2026
Jack Bailey,bc,F,77.3,5144146,2k,2026
Jack DiDonna,bc,G,77.2,5183069,2k,2026
Jason Asemota,bc,F,78.0,5239489,2k,2026
Jayden Hastings,bc,F,74.1,4685671,2k,2026
Kany Tchanda,bc,F,69.5,5061602,2k,2026
Luka Toews,bc,G,69.4,5151855,2k,2026
Marko Radunovic,bc,G,72.0,5309819,2k,2026
Nick Petronio,bc,G,72.7,5238155,2k,2026
Will Eggemeier,bc,G,76.5,5238156,2k,2026
Ariel Bland,bcu,F,76.7,4900669,2k,2026
Arterio Morris,bcu,G,72.0,5106279,2k,2026
Dailon Minor,bcu,G,73.3,5313441,2k,2026
Daniel Rouzan,bcu,F,70.2,5108148,2k,2026
David Onanina,bcu,C,70.3,5106709,2k,2026
Doctor Bradley,bcu,G,76.5,5108978,2k,2026
Jakobi Heady,bcu,G,75.2,5178199,2k,2026
Jordan Johnson,bcu,G,74.0,5177605,2k,2026
Quentin Heady,bcu,F,74.1,5242938,2k,2026
Reggie Ward Jr.,bcu,F,69.5,5178203,2k,2026
Rickey Mitchell Jr.,bcu,G,72.7,5176249,2k,2026
Seneca Willoughby,bcu,G,69.4,5178200,2k,2026
Simeon Womack,bcu,G,68.8,5108848,2k,2026
Trayvon Barbary,bcu,G,77.8,5265246,2k,2026
Tyler Andrews,bcu,G,78.5,5109034,2k,2026
William Gonzalez,bcu,G,75.9,5243201,2k,2026
Aidan Noyes,bel,F,72.8,4710359,2k,2026
Brigham Rogers,bel,F,70.8,5176311,2k,2026
Cooper Haynes,bel,G,77.2,4873154,2k,2026
Drew Scharnowski,bel,F,70.2,5176309,2k,2026
Eoin Dillon,bel,F,78.0,5241333,2k,2026
Graydon Lemke,bel,F,75.4,5240585,2k,2026
Isaiah West,bel,G,69.4,4683784,2k,2026
Jabez Jenkins,bel,G,76.5,5241334,2k,2026
Jack Smiley,bel,G,70.0,5255092,2k,2026
Jake Dykstra,bel,G,77.8,5107972,2k,2026
Keith Robbins,bel,G,72.0,5107973,2k,2026
Nic McClain,bel,G,74.6,5175371,2k,2026
Sam Orme,bel,F,72.2,5176310,2k,2026
Tyler Lundblade,bel,G,75.2,4683944,2k,2026
Win Miller,bel,G,74.0,5176308,2k,2026
Ant McAfee,bell,G,73.3,5312899,2k,2026
Brian Waddell,bell,F,70.8,4823976,2k,2026
Darrius Bolden,bell,G,77.8,5312901,2k,2026
Dominique Murphy,bell,F,72.2,5312900,2k,2026
Donovan Hunter,bell,F,74.1,5176207,2k,2026
Grant Neal,bell,G,72.0,5239766,2k,2026
Grant Whitaker,bell,G,69.4,5175851,2k,2026
Jack Karasinski,bell,F,73.5,5106735,2k,2026
Jacob Wassler,bell,C,69.7,5312903,2k,2026
Kenyon Goodin,bell,G,75.2,5175850,2k,2026
Luke Anderson,bell,F,78.0,5175852,2k,2026
Michael Wilson Jr.,bell,F,68.2,5254207,2k,2026
Myles Watkins,bell,G,70.0,5239765,2k,2026
Sam Donald,bell,F,76.0,5312902,2k,2026
Tommy Clark,bell,G,77.2,5312898,2k,2026
Tyler Doyle,bell,G,75.9,5239763,2k,2026
Aiden Goins,bgsu,F,75.4,5312972,2k,2026
Alijah Adem,bgsu,G,78.5,5242565,2k,2026
Camden Karel,bgsu,F,74.8,5312971,2k,2026
Christian Dedivanaj,bgsu,G,77.2,5312970,2k,2026
Greg Spurgin,bgsu,F,70.2,4905915,2k,2026
Jason Kimbrough Jr.,bgsu,G,74.6,5312967,2k,2026
Javon Ruffin,bgsu,G,72.0,4693725,2k,2026
Javontae Campbell,bgsu,G,77.8,5242560,2k,2026
Jaxon Pardon,bgsu,G,72.7,5242559,2k,2026
Josiah Shackelford,bgsu,G,71.3,5312969,2k,2026
Justin Thomas,bgsu,G,69.4,5106773,2k,2026
Makhi Leach,bgsu,G,74.0,5312968,2k,2026
Mayar Wol,bgsu,F,67.6,5102799,2k,2026
Mohamed Maxamud,bgsu,F,72.8,5242563,2k,2026
Preston Squire,bgsu,F,69.5,5242564,2k,2026
Sam Towns,bgsu,F,68.2,4703531,2k,2026
Troy Glover II,bgsu,F,76.0,5112412,2k,2026
Bryson Wilson,bing,G,70.0,4895759,2k,2026
Demetrius Lilley,bing,C,73.0,5105848,2k,2026
Evan Ashe,bing,G,78.5,5174812,2k,2026
Jackson Benigni,bing,G,77.8,5106619,2k,2026
Jake Blackburn,bing,G,76.5,5312447,2k,2026
Jayden Kelsey,bing,G,75.2,5312444,2k,2026
Jayden Lemond,bing,G,74.6,4684622,2k,2026
Jeremiah Quigley,bing,G,72.7,5177097,2k,2026
Nevin Ibroci,bing,G,75.9,5241626,2k,2026
Ryan Richardson,bing,G,72.0,5312445,2k,2026
Sayerr Senghore,bing,F,70.8,5262128,2k,2026
Stephan Snagg,bing,F,70.2,5174814,2k,2026
Wes Peterson Jr.,bing,G,73.3,4897008,2k,2026
Zyier Beverly,bing,F,76.7,5312446,2k,2026
Aginaldo Neto,bois,G,70.7,5313902,2k,2026
Andrew Meadow,bois,F,70.8,5081887,2k,2026
Bhan Buom,bois,F,74.1,5313903,2k,2026
Brennan Ramirez,bois,G,69.4,5252550,2k,2026
Dominic Parolin,bois,F,69.5,4702518,2k,2026
Drew Fielder,bois,C,72.3,5082704,2k,2026
Dylan Andrews,bois,G,77.8,5105636,2k,2026
Ethan Lathan,bois,F,71.5,4873196,2k,2026
Javan Buchanan,bois,F,74.8,5241230,2k,2026
Julian Bowie,bois,G,75.9,5241229,2k,2026
Noah Bendinger,bois,G,77.2,5313904,2k,2026
Pearson Carmichael,bois,F,73.5,5117627,2k,2026
RJ Keene II,bois,G,72.7,4683941,2k,2026
Rayzhon Bergersen,bois,G,76.5,5191013,2k,2026
Spencer Ahrens,bois,F,78.0,5185444,2k,2026
AJ Smith,brad,F,72.8,5107626,2k,2026
Ahmet Jonovic,brad,C,74.9,5122918,2k,2026
Alex Huibregtse,brad,G,77.2,4702993,2k,2026
Corey Thomas,brad,F,72.2,5241358,2k,2026
Demarion Burch,brad,G,78.5,5176312,2k,2026
Dietrich Richardson,brad,G,75.2,5313820,2k,2026
Gus Rugaard,brad,G,74.6,5241361,2k,2026
Gustavo Guimares,brad,C,76.8,5313825,2k,2026
Handy Toussaint III,brad,F,71.5,5313823,2k,2026
Jackson Seastrunk,brad,G,74.0,5313822,2k,2026
Jaquan Johnson,brad,G,76.5,5241360,2k,2026
Kai Yu,brad,C,69.0,5175971,2k,2026
Matthew Zobrist,brad,G,69.4,5313821,2k,2026
Montana Wheeler,brad,G,70.7,5101794,2k,2026
Timoty van der Knaap,brad,G,71.3,5241359,2k,2026
Adrian Uchidiuno,brwn,G,70.0,5175855,2k,2026
Alexander Lesburt Jr.,brwn,G,74.0,5106208,2k,2026
Brady Loughlin,brwn,G,72.7,5312601,2k,2026
Charlie O'Sullivan,brwn,F,71.5,5312602,2k,2026
David Rochester,brwn,F,70.2,5241711,2k,2026
Drew Kania,brwn,F,74.8,5106207,2k,2026
Isaiah Langham,brwn,G,74.6,5312599,2k,2026
Jeremiah Jenkins,brwn,G,75.9,4873101,2k,2026
Jerrell Barron Jr.,brwn,G,78.5,5241710,2k,2026
Jonah Drezner,brwn,G,76.5,5312600,2k,2026
Landon Lewis,brwn,F,72.8,5106206,2k,2026
Luke Paragon,brwn,G,71.3,5175854,2k,2026
Malcolm Wrisby-Jefferson,brwn,G,69.4,5175853,2k,2026
N'famara Dabo,brwn,F,77.3,5175857,2k,2026
Wyatt DeGraaf,brwn,F,76.7,5241709,2k,2026
Aaron Davis III,bry,F,75.4,5174850,2k,2026
Ashley Sims II,bry,F,69.5,5313075,2k,2026
Daniel Akoue,bry,F,78.0,5313081,2k,2026
Ethane Bourgade,bry,F,76.0,5313082,2k,2026
Frankie Vassalluzzo,bry,G,68.8,5239716,2k,2026
Gio Sanford,bry,F,70.8,5313080,2k,2026
Jaheim Nyam,bry,G,73.3,5313077,2k,2026
Jakai Robinson,bry,G,72.7,4683741,2k,2026
Jason Sepe,bry,F,70.2,5239721,2k,2026
Joe Green,bry,G,74.6,5313078,2k,2026
Keegan Harvey,bry,F,73.5,4702741,2k,2026
Khalil Williams,bry,F,67.0,5239715,2k,2026
Langston Bailey,bry,G,77.2,5239719,2k,2026
Lennart Weber,bry,F,67.6,5313079,2k,2026
Michael DeOrsey,bry,G,75.2,5313084,2k,2026
Quincy Allen,bry,G,77.8,4433257,2k,2026
Reed Woerner,bry,G,66.8,5313083,2k,2026
Timofei Rudovskii,bry,F,71.5,5313085,2k,2026
Ty Tabales,bry,G,69.4,5313076,2k,2026
Andrew Bhesania,bu,F,76.0,5314462,2k,2026
Azmar Abdullah,bu,G,78.5,5242764,2k,2026
Ben Defty,bu,F,74.1,5242765,2k,2026
Ben Roy,bu,G,69.4,5105665,2k,2026
Chance Gladden,bu,G,74.0,5314460,2k,2026
Donte Tisinger Jr.,bu,G,68.8,5314463,2k,2026
Ethan Okwuosa,bu,G,70.0,5176036,2k,2026
Kyrone Alexander,bu,G,77.8,5176037,2k,2026
Malcolm Chimezie,bu,F,74.8,4684448,2k,2026
Matai Baptiste,bu,G,77.2,5176035,2k,2026
Michael McNair,bu,G,71.3,5176039,2k,2026
Otto Landrum,bu,F,71.5,5105666,2k,2026
Peter Carr,bu,G,75.9,5238191,2k,2026
Quinn Nielsen,bu,F,70.2,5176175,2k,2026
Sam Hughes,bu,F,72.8,5314461,2k,2026
Spencer Joyner,bu,G,72.7,5176040,2k,2026
Achile Spadone,buck,G,70.7,5242555,2k,2026
Aleksander Pachucki,buck,G,71.3,5239546,2k,2026
Amon Dörries,buck,C,74.9,5314477,2k,2026
Brady Muller,buck,F,72.2,5105667,2k,2026
Brandon McCreesh,buck,G,74.0,5176043,2k,2026
Grgur Brcic,buck,C,76.2,5176233,2k,2026
Jacob Meachem,buck,G,73.3,5314475,2k,2026
Jayden Williams,buck,G,69.4,5242553,2k,2026
Josh Fulton,buck,G,75.2,5105669,2k,2026
Kellen Welch,buck,F,69.5,5243652,2k,2026
Matt Lange,buck,G,74.6,5242554,2k,2026
Pat Curtin,buck,G,76.5,5314476,2k,2026
Patrick O'Brien,buck,F,71.5,5176042,2k,2026
Quin Berger,buck,G,78.5,5105976,2k,2026
Ruot Bijiek,buck,F,77.3,5105670,2k,2026
Aleksa Vlajic,buf,F,69.5,5312998,2k,2026
Angelo Brizzi,buf,G,77.8,4684022,2k,2026
Daniel Freitag,buf,G,76.5,5101672,2k,2026
Daniel Shao,buf,G,71.3,5243032,2k,2026
Derrick Talton Jr.,buf,G,70.7,5312996,2k,2026
Evan Romano,buf,G,72.7,5312999,2k,2026
Ezra McKenna,buf,F,74.8,5112334,2k,2026
Kyle Jones,buf,G,75.9,5312997,2k,2026
Matas Buteliauskas,buf,F,76.7,5312995,2k,2026
