player_name,team_abbr,position,overall,espn_id,rating_source,rating_year
Kion Lee,aia,D,86.8,217917,fc,2026
Lamar Carpenter,aia,M,78.6,319969,fc,2026
Luke Paris,aia,D,85.5,294990,fc,2026
Malachi Gumbs,aia,D,81.6,405007,fc,2026
Marley Ipinson-Fabien,aia,D,86.1,280113,fc,2026
Micah Brooks,aia,G,87.9,373334,fc,2026
Nathaniel Owen,aia,D,86.1,390842,fc,2026
Nicholas Loblack,aia,D,83.5,390841,fc,2026
Nicholson Millington,aia,D,84.2,377038,fc,2026
Shemor Browne,aia,G,87.9,377039,fc,2026
Stewart Murray,aia,F,76.4,316886,fc,2026
Tarique Jackson,aia,F,73.1,404861,fc,2026
Timarqus Connor,aia,F,74.4,393535,fc,2026
Tjivari Leveret,aia,D,82.2,404860,fc,2026
Varian Carty,aia,M,78.0,341902,fc,2026
Adrian Ismajli,alb,D,82.9,239120,fc,2026
Adrion Pajaziti,alb,M,76.7,307163,fc,2026
Amir Abrashi,alb,M,79.3,149845,fc,2026
Anis Mehmeti,alb,M,75.4,308891,fc,2026
Arbër Hoxha,alb,F,73.1,274816,fc,2026
Arlind Ajeti,alb,D,86.1,158023,fc,2026
Armando Broja,alb,F,72.5,291535,fc,2026
Berat Djimsiti,alb,D,84.8,165291,fc,2026
Bujar Pllana,alb,D,80.9,326657,fc,2026
Elhan Kastrati,alb,G,87.3,222515,fc,2026
Elseid Hysaj,alb,D,84.2,167601,fc,2026
Enea Mihaj,alb,D,82.2,243195,fc,2026
Ernest Muçi,alb,M,76.0,305542,fc,2026
Etrit Berisha,alb,G,88.6,125312,fc,2026
Iván Balliu,alb,D,85.5,158151,fc,2026
Jasir Asani,alb,F,73.8,222327,fc,2026
Juljan Shehu,alb,M,77.3,289471,fc,2026
Klaus Gjasula,alb,M,78.6,208608,fc,2026
Klisman Cake,alb,D,82.9,258784,fc,2026
Kristjan Asllani,alb,M,75.4,308881,fc,2026
Marash Kumbulla,alb,D,81.6,261403,fc,2026
Mario Dajsinani,alb,G,87.3,241783,fc,2026
Mario Mitaj,alb,D,80.9,306935,fc,2026
Medon Berisha,alb,M,74.7,341756,fc,2026
Mirlind Daku,alb,F,71.8,293400,fc,2026
Myrto Uzuni,alb,F,74.4,275500,fc,2026
Naser Aliji,alb,D,83.5,193289,fc,2026
Nazmi Gripshi,alb,M,78.6,237783,fc,2026
Nedim Bajrami,alb,M,76.7,252559,fc,2026
Qazim Laçi,alb,M,78.0,226180,fc,2026
Rey Manaj,alb,F,74.4,210042,fc,2026
Stavros Pilios,alb,D,82.2,285427,fc,2026
Taulant Seferi,alb,F,75.1,204786,fc,2026
Thomas Strakosha,alb,G,87.9,180047,fc,2026
Ylber Ramadani,alb,M,77.3,237455,fc,2026
Achraf Abada,alg,D,80.9,407797,fc,2026
Adil Boulbina,alg,M,72.8,341706,fc,2026
Amine Gouiri,alg,F,75.1,259743,fc,2026
Anis Hadj Moussa,alg,F,73.1,341711,fc,2026
Aïssa Mandi,alg,D,86.1,150451,fc,2026
Farès Chaïbi,alg,M,76.7,337306,fc,2026
Farès Ghedjemis,alg,F,71.8,356536,fc,2026
Hicham Boudaoui,alg,M,78.0,287078,fc,2026
Houssem Aouar,alg,M,78.6,241116,fc,2026
Ibrahim Maza,alg,M,75.4,361212,fc,2026
Jaouen Hadjam,alg,D,82.2,306033,fc,2026
Luca Zidane,alg,G,88.6,225561,fc,2026
Melvin Mastil,alg,G,87.3,324711,fc,2026
Mohamed Amine Tougai,alg,D,84.2,285539,fc,2026
Mohamed Amoura,alg,F,74.4,315384,fc,2026
Nabil Bentaleb,alg,M,79.3,179187,fc,2026
Nadhir Benbouali,alg,F,72.5,346186,fc,2026
Oussama Benbot,alg,G,87.9,299346,fc,2026
Rafik Belghali,alg,D,81.6,364590,fc,2026
Ramiz Zerrouki,alg,M,77.3,290517,fc,2026
Ramy Bensebaini,alg,D,85.5,220703,fc,2026
Rayan Aït-Nouri,alg,D,84.8,272512,fc,2026
Riyad Mahrez,alg,F,75.7,163940,fc,2026
Samir Chergui,alg,D,82.9,287572,fc,2026
Yassine Titraoui,alg,M,76.0,341720,fc,2026
Zineddine Belaïd,alg,D,83.5,285547,fc,2026
Adri da Cunha,and,M,79.9,326533,fc,2026
Albert Rosas,and,F,75.1,326550,fc,2026
Alejandro Ruiz,and,G,87.9,161877,fc,2026
Christian Garcia,and,D,82.2,310610,fc,2026
Eric De Pablos,and,D,81.6,316713,fc,2026
Eric Vales,and,M,76.7,326549,fc,2026
Francisco Pires,and,G,87.3,282135,fc,2026
Francisco Pomares,and,D,82.9,283740,fc,2026
Izan Fernández,and,F,75.7,300464,fc,2026
Jesús Rubio,and,D,84.2,228165,fc,2026
Joan Cervos,and,D,83.5,279964,fc,2026
Jordi Aláez,and,M,78.6,236459,fc,2026
Josep Gómes,and,G,88.6,147594,fc,2026
João Teixeira,and,M,78.0,305731,fc,2026
Marc García Renom,and,M,79.3,147593,fc,2026
Marc Rebés,and,D,85.5,220750,fc,2026
Max Llovera,and,D,84.8,226405,fc,2026
Moisés San Nicolás,and,D,86.1,178505,fc,2026
Pau Babot,and,M,77.3,326546,fc,2026
Ricard Fernández,and,F,84.8,22773,fc,2026
Èric Balastegui,and,F,74.4,341807,fc,2026
Éric De Las Heras,and,M,76.0,338211,fc,2026
Alejandro Garnacho,arg,F,71.8,325555,fc,2026
Alexis Mac Allister,arg,M,87.0,249299,fc,2026
Cristian Romero,arg,D,86.1,96970,fc,2026
Emiliano Martínez,arg,G,88.6,158626,fc,2026
Enzo Fernández,arg,M,76.7,285450,fc,2026
Exequiel Palacios,arg,M,78.6,228393,fc,2026
Facundo Medina,arg,D,82.2,249663,fc,2026
Franco Armani,arg,G,88.6,118577,fc,2026
Germán Pezzella,arg,D,84.8,138341,fc,2026
Gerónimo Rulli,arg,G,87.9,167192,fc,2026
Giovani Lo Celso,arg,M,79.3,207343,fc,2026
Giuliano Simeone,arg,F,73.1,323838,fc,2026
Gonzalo Montiel,arg,D,83.5,228262,fc,2026
Guido Rodríguez,arg,M,76.7,212185,fc,2026
José Manuel López,arg,F,73.8,311743,fc,2026
Juan Musso,arg,G,87.3,177927,fc,2026
Julián Álvarez,arg,F,87.0,277206,fc,2026
Lautaro Martínez,arg,F,88.0,219713,fc,2026
Leandro Paredes,arg,M,80.6,153115,fc,2026
Lionel Messi,arg,F,86.0,45843,fc,2026
Lisandro Martínez,arg,D,88.0,233937,fc,2026
Lucas Martínez Quarta,arg,D,82.2,219086,fc,2026
Marcos Acuña,arg,D,83.5,157557,fc,2026
Nahuel Molina,arg,D,84.2,164826,fc,2026
Nico González,arg,F,75.7,76017,fc,2026
Nico Paz,arg,M,71.5,337970,fc,2026
Nicolás Otamendi,arg,D,85.5,119289,fc,2026
Nicolás Tagliafico,arg,D,84.8,145190,fc,2026
Rodrigo De Paul,arg,M,79.9,174466,fc,2026
Thiago Almada,arg,M,77.3,277208,fc,2026
Valentin Carboni,arg,M,74.1,337972,fc,2026
Valentín Barco,arg,M,76.0,320760,fc,2026
Ángel Di María,arg,M,79.3,108223,fc,2026
Arman Nersesyan,arm,G,87.3,319555,fc,2026
Arsen Beglaryan,arm,G,88.6,193649,fc,2026
Artur Askaryan,arm,M,74.7,393949,fc,2026
Artur Serobyan,arm,F,73.8,305632,fc,2026
Artyom Bandikyan,arm,M,75.4,366479,fc,2026
Edgar Grigoryan,arm,D,82.9,322483,fc,2026
Eduard Spertsyan,arm,M,78.6,307806,fc,2026
Erik Piloyan,arm,D,83.5,322479,fc,2026
Finn Geragusyan,arm,F,71.8,414669,fc,2026
Georgii Harutyunyan,arm,D,82.2,360446,fc,2026
Gor Manvelyan,arm,M,77.3,323032,fc,2026
Gor Matinyan,arm,G,86.6,367615,fc,2026
Grant-Leon Ranos,arm,F,73.1,323935,fc,2026
Henri Avagyan,arm,G,87.9,275455,fc,2026
José Junior Bueno,arm,D,84.8,278666,fc,2026
Kamo Hovhannisyan,arm,D,80.9,171781,fc,2026
Karen Melkonyan,arm,F,75.1,274703,fc,2026
Karen Nalbandyan,arm,M,76.7,326552,fc,2026
Karlen Hovhannisyan,arm,M,76.0,342391,fc,2026
Narek Grigoryan,arm,F,74.4,276984,fc,2026
Narek Hovhannisyan,arm,F,72.5,367606,fc,2026
Nayair Tiknizyan,arm,D,85.5,266070,fc,2026
Sergey Muradyan,arm,D,81.6,363367,fc,2026
Styopa Mkrtchyan,arm,D,84.2,290049,fc,2026
Tigran Avanesyan,arm,M,78.0,314399,fc,2026
Vahan Bichakhchyan,arm,M,79.3,238358,fc,2026
Alljereau Mercera,aru,F,74.4,351040,fc,2026
Benjamin Maria,aru,F,75.1,341883,fc,2026
Conner Van Kilsdonk,aru,F,76.4,384636,fc,2026
Darryl Baly,aru,D,84.8,277871,fc,2026
Diederick Luydens,aru,D,85.5,262137,fc,2026
Dimaggio Senchi,aru,M,77.3,393720,fc,2026
Edhyon Hersilia,aru,D,84.2,391050,fc,2026
Edward Clarissa,aru,M,78.6,283525,fc,2026
Ethan Tromp,aru,M,78.0,295038,fc,2026
Ezekiel Frans,aru,M,76.0,405004,fc,2026
Franklin Lewis,aru,M,79.3,267475,fc,2026
Isai Marselia,aru,M,79.9,264358,fc,2026
Jahmani Eisden,aru,G,87.3,375866,fc,2026
Javier Jiménez,aru,F,75.7,319553,fc,2026
Jaybrien Romano,aru,M,78.6,370863,fc,2026
Jayden Kruydenhof,aru,F,73.8,384640,fc,2026
Jayden Ngadiman,aru,M,76.7,404887,fc,2026
Jeremy Trimon,aru,D,82.9,405320,fc,2026
Jesus Peñate,aru,F,73.8,396160,fc,2026
Jillroy Ruiz,aru,D,83.5,404886,fc,2026
Jonathan Richard,aru,M,81.2,220338,fc,2026
Josthan Maduro,aru,G,87.9,372831,fc,2026
Kymani Nedd,aru,D,84.8,370860,fc,2026
Mark Jacobs,aru,D,85.5,248567,fc,2026
Matthew Lentink,aru,G,88.6,151591,fc,2026
Nathan La Cruz,aru,F,76.7,404949,fc,2026
Nickenson Paul,aru,D,86.1,226983,fc,2026
Roviën Ostiana,aru,M,79.3,370862,fc,2026
Shivay Wadhwani,aru,D,83.5,384638,fc,2026
Stiven Melchor Rua,aru,M,78.0,372830,fc,2026
Terence Groothusen,aru,F,76.4,260800,fc,2026
Terick Monsanto,aru,F,74.4,396159,fc,2026
Tyrese Gijsbertha,aru,D,82.2,391052,fc,2026
Tyron Gentil,aru,F,75.1,385171,fc,2026
Walter Bennett,aru,M,80.6,246441,fc,2026
Amir Daley,atg,D,84.8,303084,fc,2026
Antonio Morgan,atg,D,80.9,391165,fc,2026
D'Andre Bishop,atg,M,77.3,295046,fc,2026
D'Jarie Sheppard,atg,M,76.7,295376,fc,2026
Dannen Francis,atg,F,75.7,374128,fc,2026
Daryl Massicot,atg,F,75.1,391163,fc,2026
Dion Pereira,atg,M,80.6,255628,fc,2026
Drake Hadeed,atg,F,73.1,370707,fc,2026
Eroy Gonsalves,atg,F,76.4,363486,fc,2026
Jahzihno O'Garro,atg,D,82.2,363488,fc,2026
Javorn Stevens,atg,F,78.3,217876,fc,2026
Jayden Martin,atg,G,88.6,299201,fc,2026
Karique Knight,atg,M,76.0,363487,fc,2026
Kendukar Challenger,atg,M,78.6,299092,fc,2026
Keon Greene,atg,F,73.8,320471,fc,2026
Kylano Isaac,atg,D,80.3,404901,fc,2026
Leroy Graham,atg,D,85.5,272909,fc,2026
Luther Wildin,atg,D,86.1,235773,fc,2026
Quinton Griffith,atg,D,86.1,179372,fc,2026
Raheem Deterville,atg,M,78.6,272907,fc,2026
Roneba Cordice,atg,D,83.5,361077,fc,2026
Sean Tomlinson,atg,M,80.6,377022,fc,2026
Shackwon Simon,atg,M,74.1,404899,fc,2026
Shahoi Dorsett,atg,G,87.9,361072,fc,2026
Shakore Simon,atg,D,82.9,363483,fc,2026
Shalon Knight,atg,F,74.4,272908,fc,2026
TJ Bramble,atg,M,78.0,283088,fc,2026
Taj Moore,atg,G,87.3,363479,fc,2026
Tyrik Hughes,atg,M,75.4,385075,fc,2026
Vashami Allen,atg,D,85.5,250498,fc,2026
Vaughn Jackson,atg,M,74.7,404894,fc,2026
Zafique Drew,atg,D,84.2,361073,fc,2026
Zahiem Green,atg,F,74.4,393846,fc,2026
Zaieem Scott,atg,G,74.1,361071,fc,2026
Zaire Scott,atg,D,74.1,391164,fc,2026
Aiden O'Neill,aus,M,76.7,241031,fc,2026
Ajdin Hrustic,aus,M,77.3,227289,fc,2026
Alessandro Circati,aus,D,80.9,332081,fc,2026
Awer Mabil,aus,M,78.0,181707,fc,2026
Aziz Behich,aus,D,84.8,200414,fc,2026
Cameron Burgess,aus,D,84.2,207350,fc,2026
Cameron Devlin,aus,M,75.4,276917,fc,2026
Connor Metcalfe,aus,M,76.0,260643,fc,2026
Cristian Volpato,aus,M,74.7,330259,fc,2026
Harry Souttar,aus,D,83.5,207461,fc,2026
Jackson Irvine,aus,M,78.6,178071,fc,2026
Jacob Italiano,aus,D,82.9,267053,fc,2026
Jason Geria,aus,D,85.5,172137,fc,2026
Jordan Bos,aus,D,81.6,328541,fc,2026
Kai Trewin,aus,D,82.2,291697,fc,2026
Lucas Herrington,aus,D,80.3,392320,fc,2026
Mathew Leckie,aus,F,74.4,140994,fc,2026
Mathew Ryan,aus,G,88.6,141438,fc,2026
Milos Degenek,aus,D,86.1,159502,fc,2026
Mohamed Toure,aus,F,73.8,302688,fc,2026
Nestory Irankunda,aus,F,71.8,328535,fc,2026
Nishan Velupillay,aus,M,71.5,318429,fc,2026
Patrick Beach,aus,G,87.3,335240,fc,2026
Paul Izzo,aus,G,87.9,159494,fc,2026
Paul Okon-Engstler,aus,M,74.1,403528,fc,2026
Tete Yengi,aus,F,73.1,312261,fc,2026
Alessandro Schöpf,aut,M,78.0,203868,fc,2026
Alexander Prass,aut,D,80.9,320939,fc,2026
Alexander Schlager,aut,G,88.6,195082,fc,2026
Andreas Weimann,aut,F,73.1,138905,fc,2026
Carney Chukwuemeka,aut,M,75.4,294317,fc,2026
Christoph Baumgartner,aut,M,76.7,274897,fc,2026
David Affengruber,aut,D,81.6,313230,fc,2026
David Alaba,aut,D,86.1,118444,fc,2026
Dejan Ljubicic,aut,M,75.4,262862,fc,2026
Flavius Daniliuc,aut,D,82.2,305683,fc,2026
Florian Grillitsch,aut,M,77.3,219304,fc,2026
Florian Kainz,aut,M,79.9,151464,fc,2026
Florian Wiegele,aut,G,87.3,387869,fc,2026
Gernot Trauner,aut,D,86.1,149904,fc,2026
Heinz Lindner,aut,G,88.6,137018,fc,2026
Kevin Danso,aut,D,82.9,250543,fc,2026
Konrad Laimer,aut,M,79.3,169189,fc,2026
Leopold Querfeld,aut,D,81.6,330455,fc,2026
Marcel Sabitzer,aut,M,78.6,173907,fc,2026
Marco Friedl,aut,D,84.8,232477,fc,2026
Marco Grüll,aut,F,76.4,305853,fc,2026
Marko Arnautovic,aut,F,73.8,98193,fc,2026
Matthias Seidl,aut,M,73.4,364532,fc,2026
Maximilian Entrup,aut,F,71.8,238297,fc,2026
Maximilian Wöber,aut,D,84.8,231674,fc,2026
Michael Gregoritsch,aut,F,73.1,146804,fc,2026
Michael Svoboda,aut,D,82.2,289942,fc,2026
Nicolas Seiwald,aut,M,74.1,305956,fc,2026
Niklas Hedl,aut,G,87.3,303858,fc,2026
Patrick Pentz,aut,G,87.9,237966,fc,2026
Patrick Wimmer,aut,M,74.7,300095,fc,2026
Paul Wanner,aut,M,73.4,333399,fc,2026
Philipp Lienhart,aut,D,85.5,219316,fc,2026
Phillipp Mwene,aut,D,83.5,239574,fc,2026
Romano Schmid,aut,M,76.7,238296,fc,2026
Sasa Kalajdzic,aut,F,72.5,259131,fc,2026
Stefan Posch,aut,D,84.2,238906,fc,2026
Xaver Schlager,aut,M,76.0,238886,fc,2026
Abdulakh Khaybulaev,aze,M,76.0,338216,fc,2026
Abdulla Rzayev,aze,M,74.7,370765,fc,2026
Aikhan Guseynov,aze,M,77.3,304239,fc,2026
Aleksey Isayev,aze,M,78.0,274878,fc,2026
Anton Krivotsyuk,aze,D,82.9,275401,fc,2026
Aydin Bayramov,aze,G,87.3,305341,fc,2026
Badavi Hüseynov,aze,D,85.5,176882,fc,2026
Ceyhun Nuriyev,aze,M,75.4,338219,fc,2026
Dzhalal Huseynov,aze,D,80.3,319499,fc,2026
Elvin Badalov,aze,D,84.8,221003,fc,2026
Elvin Cafarquliyev,aze,D,80.9,305343,fc,2026
Emil Safarov,aze,F,71.2,338218,fc,2026
Emin Makhmudov,aze,M,78.6,155861,fc,2026
Khayal Aliyev,aze,M,74.1,374108,fc,2026
Musa Qurbanly,aze,F,72.5,292163,fc,2026
Mustafa Ahmadzada,aze,M,73.4,395976,fc,2026
Qismat Aliyev,aze,D,83.5,227620,fc,2026
Rahil Mammadov,aze,D,84.2,221004,fc,2026
Rahim Sadikhov,aze,F,77.7,305348,fc,2026
Rahman Dashdamirov,aze,D,81.6,290642,fc,2026
Renat Dadachov,aze,F,73.8,231188,fc,2026
Rustam Akhmedzade,aze,F,71.8,319497,fc,2026
Rza Cafarov,aze,G,86.6,342993,fc,2026
Sahruddin Mahammadaliyev,aze,G,87.9,238971,fc,2026
Salahat Agayev,aze,G,88.6,147637,fc,2026
Toral Bayramov,aze,D,82.2,290524,fc,2026
Vusal Isgandarli,aze,F,73.1,258265,fc,2026
Andre Roberts,bah,M,76.7,404900,fc,2026
Atarri Moss,bah,D,82.9,404885,fc,2026
Brandon Adderley,bah,F,77.0,370725,fc,2026
Christopher Rahming,bah,M,79.9,360975,fc,2026
Deron Ferguson,bah,M,78.0,385127,fc,2026
Jack Massey,bah,M,78.6,374325,fc,2026
Jean Tilo,bah,D,86.1,370728,fc,2026
Jonathan Miller,bah,D,87.4,280153,fc,2026
Jordan Cheetham,bah,D,84.8,385125,fc,2026
Joshua Anton,bah,M,76.0,405008,fc,2026
Joshua Johnson,bah,M,80.6,324692,fc,2026
Junior Kelly,bah,D,85.5,370729,fc,2026
Justin Minns,bah,D,82.2,404895,fc,2026
Kai Perez,bah,D,84.2,385126,fc,2026
Kevin Thomas,bah,F,75.1,404890,fc,2026
Lamond Cross,bah,D,83.5,404883,fc,2026
Lance Carroll,bah,F,75.7,404878,fc,2026
Lekenson Chery,bah,M,78.6,393834,fc,2026
Lesly St. Fleur,bah,D,79.0,118183,fc,2026
Lothario Milfrise,bah,F,74.4,404891,fc,2026
Michael Butler,bah,G,88.6,65976,fc,2026
Michael Massey,bah,M,81.2,342043,fc,2026
Nahum Johnson,bah,F,77.7,360977,fc,2026
Nathan Walker,bah,F,76.4,32752,fc,2026
Nicolás López,bah,M,79.3,374324,fc,2026
Omar Chemaly,bah,D,84.2,404881,fc,2026
Omari Bain,bah,M,81.9,341911,fc,2026
Peter Julmis,bah,F,78.3,316976,fc,2026
Quinton Carey,bah,M,82.5,297016,fc,2026
Reuben Edgecombe,bah,M,77.3,385129,fc,2026
Vance Wheaton,bah,G,88.6,342748,fc,2026
Walter Sawyer,bah,D,85.5,370733,fc,2026
William Bayles,bah,M,79.9,360974,fc,2026
William Gardiner,bah,D,86.8,370723,fc,2026
Alexis Saelemaekers,bel,F,74.4,271132,fc,2026
Amadou Onana,bel,M,76.0,304799,fc,2026
Arthur Theate,bel,D,83.5,304222,fc,2026
Arthur Vermeeren,bel,M,76.7,345805,fc,2026
Aster Vranckx,bel,M,78.0,290798,fc,2026
Axel Witsel,bel,M,78.6,164895,fc,2026
Brandon Mechele,bel,D,85.5,191222,fc,2026
Charles De Ketelaere,bel,F,73.1,296319,fc,2026
Diego Moreira,bel,F,72.5,340678,fc,2026
Dodi Lukébakio,bel,F,75.1,229443,fc,2026
Hans Vanaken,bel,M,77.3,193849,fc,2026
Jan Vertonghen,bel,D,86.1,125086,fc,2026
Joaquin Seys,bel,D,80.9,363068,fc,2026
Johan Bakayoko,bel,F,72.5,310131,fc,2026
Jérémy Doku,bel,F,73.8,283672,fc,2026
Kevin De Bruyne,bel,M,87.0,134947,fc,2026
Koen Casteels,bel,G,87.9,140079,fc,2026
Koni De Winter,bel,D,82.9,309570,fc,2026
Leandro Trossard,bel,F,75.7,174980,fc,2026
Loïs Openda,bel,F,74.4,276265,fc,2026
Matias Fernandez-Pardo,bel,F,71.8,359651,fc,2026
Matz Sels,bel,G,87.3,179497,fc,2026
Maxim De Cuyper,bel,D,84.2,301327,fc,2026
Mike Penders,bel,G,87.3,332343,fc,2026
Nathan Ngoy,bel,D,81.6,318577,fc,2026
Nicolas Raskin,bel,M,76.7,260027,fc,2026
Orel Mangala,bel,M,78.6,228424,fc,2026
Romelu Lukaku,bel,F,76.4,139437,fc,2026
Senne Lammens,bel,G,87.9,301425,fc,2026
Thibaut Courtois,bel,G,89.0,134283,fc,2026
Thomas Kaminski,bel,G,88.6,134909,fc,2026
Thomas Meunier,bel,D,86.1,166473,fc,2026
Timothy Castagne,bel,D,84.8,197163,fc,2026
Wout Faes,bel,D,83.5,228421,fc,2026
Yannick Carrasco,bel,M,75.4,174893,fc,2026
Youri Tielemans,bel,M,78.0,193297,fc,2026
Zeno Debast,bel,D,82.2,314473,fc,2026
Aunde Todd,ber,M,77.3,370891,fc,2026
Brighton Morrison,ber,D,81.6,414663,fc,2026
Coleridge Fubler,ber,G,86.6,404858,fc,2026
Dale Eve,ber,G,88.6,168593,fc,2026
Daniel Cook,ber,D,83.5,341945,fc,2026
Dante Leverock,ber,D,85.5,217719,fc,2026
David Jones,ber,F,73.8,396391,fc,2026
Detre Bell,ber,G,87.9,217731,fc,2026
Djair Parfitt-Williams,ber,F,75.7,221049,fc,2026
Donovan Thompson,ber,F,73.8,414583,fc,2026
Enrique Russell,ber,F,75.1,316659,fc,2026
Eusebio Blankendal,ber,D,84.2,299270,fc,2026
Harry Twite,ber,D,82.9,361031,fc,2026
Jace Donawa,ber,F,73.1,414584,fc,2026
Jorj Dublin,ber,D,82.2,404863,fc,2026
Julian Carpenter,ber,D,84.2,396392,fc,2026
J’Nai Butterfield-Steede,ber,D,84.8,374230,fc,2026
Kane Crichlow,ber,M,75.4,276895,fc,2026
Keziah Martin,ber,M,78.6,329776,fc,2026
Kieron Richardson,ber,D,79.0,401629,fc,2026
Knory Scott,ber,F,75.7,297670,fc,2026
Lejuan Simmons,ber,D,84.8,217734,fc,2026
Logan Jiménez,ber,D,74.4,406906,fc,2026
Maxwell Mobray,ber,D,83.5,401627,fc,2026
Milai Perott,ber,G,87.3,391148,fc,2026
Ne-Jai Tucker,ber,M,76.7,370898,fc,2026
Rahzir Smith-Jones,ber,M,79.3,283518,fc,2026
Reece Jones Jr.,ber,D,85.5,316664,fc,2026
Reggie Thompson-Lambe,ber,F,76.4,171830,fc,2026
Riley Robinson,ber,M,78.0,342256,fc,2026
Roger Lee,ber,M,79.9,166080,fc,2026
Sachiel Ming,ber,F,74.4,385073,fc,2026
Willie Clemons,ber,M,81.2,251941,fc,2026
Zeiko Lewis,ber,F,77.0,166087,fc,2026
Amar Dedic,bih,D,82.9,308979,fc,2026
Amar Memic,bih,M,76.7,338199,fc,2026
Amir Hadziahmetovic,bih,M,79.3,221961,fc,2026
Armin Gigovic,bih,M,78.0,288932,fc,2026
Benjamin Tahirovic,bih,M,76.0,352660,fc,2026
Dennis Hadzikadunic,bih,D,84.8,246836,fc,2026
Dzenis Burnic,bih,M,78.6,225571,fc,2026
Edin Dzeko,bih,F,75.7,102337,fc,2026
Ermedin Demirovic,bih,F,74.4,269136,fc,2026
Ermin Mahmic,bih,M,75.4,414676,fc,2026
Esmir Bajraktarevic,bih,F,72.5,325410,fc,2026
Haris Tabakovic,bih,F,75.1,184869,fc,2026
Ivan Basic,bih,M,77.3,306256,fc,2026
Ivan Sunjic,bih,M,79.9,194767,fc,2026
Jovo Lukic,bih,F,73.8,305118,fc,2026
Kerim Alajbegovic,bih,F,71.8,391034,fc,2026
Martin Zlomislic,bih,G,87.9,258757,fc,2026
Mladen Jurkas,bih,G,87.3,401246,fc,2026
Nidal Celik,bih,D,81.6,387044,fc,2026
Nihad Mujakic,bih,D,84.2,257942,fc,2026
Nikola Katic,bih,D,85.5,220538,fc,2026
Nikola Vasilj,bih,G,88.6,79941,fc,2026
Osman Hadzikic,bih,G,87.9,193888,fc,2026
Samed Bazdar,bih,F,73.1,322244,fc,2026
Sead Kolasinac,bih,D,86.1,170553,fc,2026
Stjepan Radeljic,bih,D,83.5,275414,fc,2026
Tarik Muharemovic,bih,D,82.2,318390,fc,2026
Aleksandr Shestyuk,blr,F,74.4,305441,fc,2026
Artem Kontsevoy,blr,M,76.0,325869,fc,2026
Egor Khvalko,blr,D,82.2,363366,fc,2026
Egor Parkhomenko,blr,D,82.9,360388,fc,2026
Evgeni Malashevich,blr,M,74.7,345825,fc,2026
Evgeni Yablonski,blr,M,79.3,210819,fc,2026
Fedor Lapoukhov,blr,G,86.6,343364,fc,2026
German Barkovskiy,blr,F,73.8,360383,fc,2026
Karen Vardanyan,blr,F,72.5,400625,fc,2026
Kirill Pechenin,blr,D,84.2,288910,fc,2026
Maksim Belov,blr,G,87.3,305069,fc,2026
Maskim Plotnikov,blr,G,88.6,237609,fc,2026
Max Ebong,blr,M,78.0,274583,fc,2026
Nikita Demchenko,blr,M,76.7,289781,fc,2026
Nikita Korzun,blr,M,79.9,191116,fc,2026
Nikolay Ivanov,blr,M,77.3,276190,fc,2026
Pavel Pavlyuchenko,blr,G,87.9,266386,fc,2026
