gsis_id,player,bucket,mu,sigma,snaps,cons,rating_0_100,active_2025,tier
00-0034375,Kyzir White,LB,26.728,2.14,4487,20.307,44.9,1,C
00-0039821,Andru Phillips,DB,26.015,1.757,1270,20.744,44.9,1,B
00-0033537,Deshaun Watson,QB,25.987,2.375,4643,18.86,44.8,0,D
00-0034346,Will Hernandez,OL,26.686,1.883,5961,21.037,44.8,1,C
00-0036325,Robert Hunt,OL,26.649,1.871,4492,21.037,44.8,1,C
00-0034787,Chris Board,LB,29.084,2.94,1024,20.263,44.7,1,C
00-0035289,Gardner Minshew,QB,25.459,2.21,3167,18.828,44.7,1,C
00-0036630,Tylan Wallace,WR,26.64,2.381,695,19.496,44.7,1,C
00-0037086,Grant Calcaterra,TE,24.945,1.905,1534,19.23,44.7,1,C
00-0039066,Michael Mayer,TE,24.704,1.826,1443,19.225,44.7,1,C
00-0039912,Ben Sinnott,TE,26.341,2.367,608,19.24,44.7,1,C
00-0033907,Dawuane Smoot,DL,25.791,1.982,3606,19.846,44.6,1,C
00-0033860,Davon Godchaux,DL,25.626,1.929,4909,19.839,44.6,1,C
00-0034446,Jalen Davis,DB,28.817,2.709,565,20.689,44.6,1,B
00-0036265,AJ Dillon,RB,27.018,2.696,1596,18.929,44.6,1,B
00-0036337,James Lynch,DL,27.229,2.466,1157,19.831,44.6,1,C
00-0036905,Larry Borom,OL,26.206,1.731,2450,21.014,44.6,1,C
00-0038535,DJ Johnson,DL,28.416,2.858,624,19.84,44.6,1,C
00-0038100,Percy Butler,DB,28.396,2.58,1357,20.655,44.5,1,B
00-0037563,Malik Davis,RB,28.945,3.346,218,18.909,44.5,1,C
00-0039375,Josh Newton,DB,27.963,2.438,728,20.65,44.5,1,B
00-0027962,Cameron Jordan,LB,25.53,1.779,8021,20.193,44.4,1,C
00-0032388,Deion Jones,LB,27.725,2.511,6181,20.192,44.4,1,C
00-0031484,Chris Manhertz,TE,25.927,2.253,3064,19.167,44.4,1,C
00-0036604,Jordan Meredith,OL,26.081,1.701,1311,20.979,44.4,1,C
00-0039925,Amarius Mims,OL,25.362,1.461,1777,20.98,44.4,1,C
00-0031235,Odell Beckham Jr.,WR,27.416,2.665,4558,19.42,44.3,0,D
00-0038640,Jalen Brooks,WR,27.908,2.833,513,19.409,44.3,1,C
00-0033123,Yannick Ngakoue,DL,27.51,2.584,6001,19.759,44.2,0,D
00-0032401,De'Vondre Campbell,LB,26.857,2.237,7189,20.147,44.2,0,D
00-0033880,Charles Harris,LB,27.646,2.497,3240,20.154,44.2,0,D
00-0034208,Mike Boone,RB,28.706,3.292,416,18.829,44.2,0,D
00-0035020,Demetrius Flannigan-Fowles,LB,27.334,2.397,812,20.143,44.2,1,C
00-0036876,Kylen Granson,TE,25.627,2.171,1688,19.114,44.2,1,C
00-0037051,Elijah Garcia,DL,29.801,3.345,264,19.764,44.2,1,C
00-0031921,Kendall Lamm,OL,27.967,2.349,2608,20.919,44.1,1,C
00-0030513,Latavius Murray,RB,27.282,2.827,3298,18.802,44.1,0,D
00-0033662,Cooper Rush,QB,25.452,2.261,1138,18.67,44.1,1,C
00-0036280,Malik Harrison,LB,26.112,1.996,1613,20.125,44.1,1,C
00-0035829,Austen Pleasants,OL,29.793,3.076,188,20.566,44.1,1,C
00-0039908,Kris Jenkins,DL,25.484,1.916,938,19.737,44.1,1,C
00-0033009,Tyler Boyd,WR,26.285,2.312,6608,19.349,44.0,0,D
00-0034234,Poona Ford,DL,24.64,1.643,4230,19.71,44.0,1,C
00-0033050,Xavien Howard,DB,27.183,2.215,6277,20.537,43.9,1,C
00-0022942,Philip Rivers,QB,25.869,2.42,5204,18.609,43.9,1,C
00-0035235,Kaleb McGary,OL,27.018,2.046,5611,20.879,43.9,0,D
00-0035244,Lonnie Johnson,DB,27.45,2.306,2313,20.531,43.9,1,C
00-0035617,Troy Reeder,LB,27.842,2.585,2313,20.086,43.9,1,C
00-0036421,Terrell Burgess,DB,29.999,3.155,483,20.533,43.9,1,C
00-0036413,Darrell Taylor,DL,27.158,2.486,1875,19.7,43.9,1,C
00-0037283,John Ridgeway,DL,27.309,2.537,906,19.699,43.9,1,C
00-0037832,Kalia Davis,DL,25.742,2.013,799,19.704,43.9,1,C
00-0040187,Mitchell Evans,TE,25.874,2.275,390,19.048,43.9,1,C
00-0040118,Cooper McDonald,LB,31.847,5.126,55,16.469,43.9,1,C
00-0039485,Andrew Meyer,OL,33.469,5.569,52,16.763,43.9,1,C
00-0032195,Ronald Darby,DB,27.395,2.294,5355,20.512,43.8,0,D
00-0036898,Davis Mills,QB,24.812,2.083,1909,18.564,43.8,1,C
00-0039345,Renardo Green,DB,25.169,1.55,1539,20.52,43.8,1,C
00-0030459,Tyrann Mathieu,DB,26.866,2.123,8998,20.497,43.7,0,D
00-0037544,Nephi Sewell,LB,31.46,4.183,111,18.91,43.7,0,D
00-0039378,Deantre Prince,DB,32.675,4.549,95,19.028,43.7,0,D
00-0039391,Kimani Vidal,RB,24.504,1.925,676,18.729,43.7,1,C
00-0030564,DeAndre Hopkins,WR,25.016,1.917,7867,19.266,43.6,1,C
00-0029963,Chris Hubbard,OL,27.659,2.276,4079,20.83,43.6,1,C
00-0036159,Joshua Uche,LB,26.673,2.216,1501,20.026,43.6,1,C
00-0040718,Travis Hunter,DB,27.104,2.212,456,20.468,43.6,1,C
00-0032129,Jordan Hicks,LB,26.801,2.267,7293,20.001,43.5,0,D
00-0034397,Tim Settle,DL,25.22,1.867,2772,19.617,43.5,1,C
00-0036232,Harrison Bryant,TE,25.897,2.315,2267,18.951,43.5,1,C
00-0031345,Jimmy Garoppolo,QB,26.315,2.612,4080,18.479,43.4,1,C
00-0034357,Isaiah Oliver,DB,26.394,1.991,3686,20.422,43.4,1,C
00-0037323,Rodney Thomas,DB,28.275,2.616,1844,20.425,43.4,1,C
00-0037667,Kerby Joseph,DB,25.99,1.855,3187,20.424,43.4,1,C
00-0039871,Troy Fautanu,OL,25.226,1.476,1081,20.799,43.4,1,C
00-0039299,George Holani,RB,29.971,4.17,84,17.46,43.4,1,C
00-0029542,Stephon Gilmore,DB,26.846,2.149,7695,20.4,43.3,0,D
00-0032939,Vonn Bell,DB,27.23,2.272,8208,20.414,43.3,0,D
00-0033894,Marcus Williams,DB,26.646,2.078,6970,20.411,43.3,1,C
00-0036850,Cameron Sample,DL,26.927,2.451,1400,19.573,43.3,1,C
00-0039921,Trey Benson,RB,28.351,3.239,247,18.634,43.3,1,C
00-0039834,Kamren Kinchens,DB,24.932,1.51,1519,20.402,43.3,1,C
00-0039913,Brandon Coleman,OL,26.291,1.835,1313,20.785,43.3,1,C
00-0033883,Jabrill Peppers,DB,26.577,2.06,5008,20.396,43.2,1,C
00-0037815,Cameron Thomas,DL,26.663,2.372,913,19.548,43.2,1,C
00-0038112,Cam Jurgens,OL,25.024,1.424,2758,20.752,43.2,1,C
00-0039052,Trey Palmer,WR,26.899,2.574,1024,19.176,43.2,0,D
00-0039355,Luke McCaffrey,WR,26.531,2.454,582,19.17,43.2,1,C
00-0034344,Marcus Davenport,DL,25.867,2.112,2670,19.532,43.1,1,C
00-0037810,Troy Andersen,LB,27.392,2.499,862,19.896,43.1,0,D
00-0037539,Lucas Krull,TE,26.789,2.642,518,18.864,43.1,1,C
00-0038636,Kenny McIntosh,RB,31.171,4.792,71,16.796,43.1,0,D
00-0040743,Tyler Shough,QB,24.1,1.903,575,18.391,43.1,1,C
00-0028899,Rodney McLeod Jr.,DB,27.494,2.386,6426,20.335,43.0,0,D
00-0034780,Isaac Yiadom,DB,27.09,2.252,2505,20.335,43.0,1,C
00-0038738,Hunter Luepke,RB,25.388,2.278,643,18.554,43.0,1,C
00-0031800,Taylor Heinicke,QB,26.704,2.79,2014,18.333,42.9,0,D
00-0035656,Khalen Saunders,DL,26.194,2.232,2106,19.499,42.9,1,C
00-0036556,Brevin Jordan,TE,27.247,2.813,848,18.807,42.9,0,D
00-0037267,Jerome Ford,RB,24.875,2.114,1396,18.533,42.9,1,C
00-0034797,Jerome Baker,LB,26.145,2.104,5844,19.834,42.8,1,C
00-0040129,Emeka Egbuka,WR,24.124,1.681,837,19.08,42.8,1,C
00-0031580,Shaq Mason,OL,26.893,2.074,9644,20.671,42.7,0,D
00-0033872,Jamal Adams,LB,26.126,2.107,5582,19.806,42.7,1,C
00-0034371,Da'Shawn Hand,DL,24.897,1.815,2136,19.452,42.7,1,C
00-0036979,Alijah Vera-Tucker,OL,26.975,2.103,2489,20.665,42.7,0,D
00-0036596,Robert Jones,OL,26.984,2.102,2029,20.679,42.7,0,D
00-0038705,Emari Demercado,RB,26.232,2.578,621,18.498,42.7,1,C
00-0037461,Tristin McCollum,DB,28.527,2.747,413,20.285,42.7,1,C
00-0032688,Robbie Chosen,WR,27.431,2.799,5377,19.034,42.6,1,C
00-0033570,Anthony Walker,LB,26.794,2.331,4014,19.801,42.6,1,C
00-0036351,James Smith-Williams,DL,26.76,2.444,1627,19.429,42.6,0,D
00-0038407,Jaylon Jones,DB,26.11,1.953,2042,20.251,42.6,1,C
00-0039864,Dadrion Taylor-Demerson,DB,26.651,2.13,655,20.261,42.6,1,C
00-0039380,Chau Smith-Wade,DB,25.32,1.686,914,20.261,42.6,1,C
00-0039324,Christian Roland-Wallace,DB,28.756,2.834,361,20.255,42.6,1,C
00-0040009,Savion Williams,WR,31.042,4.449,82,17.695,42.6,1,C
00-0031177,Brent Urban,DL,26.129,2.238,2589,19.413,42.5,1,C
00-0032971,Justin Simmons,DB,26.461,2.075,7657,20.236,42.5,0,D
00-0032053,Brandon Scherff,OL,26.954,2.106,7600,20.637,42.5,0,D
00-0036300,Mykal Walker,LB,27.418,2.551,1851,19.764,42.5,1,C
00-0036888,Damar Hamlin,DB,26.583,2.118,1884,20.228,42.5,1,C
00-0038104,Tyquan Thornton,WR,24.991,1.988,1171,19.026,42.5,1,C
00-0037307,Ja'Sir Taylor,DB,27.312,2.356,1150,20.243,42.5,1,C
00-0038585,Cameron Mitchell,DB,26.988,2.249,860,20.242,42.5,1,C
00-0031298,Jimmie Ward,DB,27.346,2.376,5785,20.218,42.4,0,D
00-0033782,DeMarcus Walker,DL,26.287,2.298,2922,19.393,42.4,1,C
00-0036587,Ar'Darius Washington,DB,27.01,2.261,966,20.227,42.4,1,C
00-0038614,Scott Matlock,DL,25.558,2.055,1068,19.392,42.4,1,C
00-0038576,Charlie Jones,WR,33.021,5.065,88,17.825,42.4,1,C
00-0040255,Adin Huntington,DL,28.666,3.212,162,19.031,42.4,1,C
00-0039622,Isaiah Stalbird,LB,30.812,5.229,54,15.125,42.4,1,C
00-0038764,Patrick O'Connell,LB,34.953,6.494,57,15.471,42.4,1,C
00-0032671,Morgan Fox,DL,26.31,2.31,3318,19.379,42.3,1,C
00-0035278,Byron Cowart,DL,27.662,2.763,981,19.372,42.3,0,D
00-0038545,Mazi Smith,DL,26.56,2.393,916,19.382,42.3,1,C
00-0039798,Isaiah Davis,RB,26.335,2.648,380,18.39,42.3,1,C
00-0032803,Jalen Mills,DB,26.64,2.157,5907,20.167,42.2,1,C
00-0037043,Amare Barno,LB,30.173,3.489,267,19.705,42.2,0,D
00-0039009,Dylan Horton,DL,26.674,2.441,639,19.351,42.2,1,C
00-0038997,Josh Downs,WR,23.904,1.653,1847,18.945,42.2,1,C
00-0038792,Demontrey Jacobs,OL,27.476,2.298,870,20.582,42.2,1,C
00-0040574,Elijah Ponder,LB,27.891,2.727,303,19.709,42.2,1,C
00-0033512,Damontae Kazee,DB,27.582,2.473,4239,20.164,42.1,1,C
00-0035992,Trystan Colon,OL,26.986,2.141,1147,20.562,42.1,1,C
00-0031296,C.J. Mosley,LB,27.323,2.556,6094,19.654,42.0,0,D
00-0032763,Austin Johnson,DL,25.948,2.211,3532,19.315,42.0,1,C
00-0036672,Grant Stuard,LB,29.658,3.335,283,19.654,42.0,1,C
00-0038128,Malik Willis,QB,26.039,2.65,513,18.089,42.0,1,C
00-0035127,Andre James,OL,26.922,2.132,3823,20.528,41.9,1,C
00-0034834,Sam Hubbard,DL,26.163,2.297,5090,19.272,41.8,0,D
00-0034115,Jeff Wilson,RB,27.191,2.973,1514,18.271,41.8,1,C
00-0036430,Khalil Davis,DL,28.025,2.917,713,19.274,41.8,0,D
00-0037081,Braxton Jones,OL,26.427,1.969,2551,20.521,41.8,1,C
00-0039465,Reddy Steward,DB,26.845,2.248,511,20.102,41.8,1,C
00-0040670,Nohl Williams,DB,26.85,2.255,429,20.084,41.8,1,C
00-0036394,Darnay Holmes,DB,27.202,2.38,1847,20.061,41.7,1,C
00-0035291,Trayveon Williams,RB,27.777,3.17,336,18.267,41.7,1,C
00-0039152,Will Levis,QB,24.827,2.278,1084,17.993,41.7,0,D
00-0034364,Jordan Akins,TE,26.197,2.57,2735,18.485,41.6,0,D
00-0036993,Ifeatu Melifonwu,DB,25.784,1.911,1530,20.05,41.6,1,C
00-0037259,Micah McFadden,LB,26.302,2.255,1765,19.537,41.5,1,C
00-0037332,D'Anthony Bell,DB,29.765,3.249,477,20.018,41.5,1,C
00-0040546,Cobee Bryant,DB,30.586,4.195,94,18.002,41.5,1,C
00-0030431,Robert Woods,WR,25.967,2.4,6838,18.765,41.4,0,D
00-0038663,Starling Thomas V,DB,26.783,2.258,1227,20.01,41.4,0,D
00-0035140,Mecole Hardman,WR,26.387,2.549,2380,18.741,41.3,1,C
00-0035628,D'Ernest Johnson,RB,26.933,2.92,843,18.173,41.3,1,C
00-0037096,Elijah Hicks,DB,27.663,2.56,1029,19.984,41.3,1,C
00-0040236,Kyle Monangai,RB,24.261,2.031,520,18.167,41.3,1,C
00-0040739,Elijah Arroyo,TE,27.01,2.858,312,18.435,41.3,1,C
00-0031795,DeShawn Williams,DL,26.489,2.445,2122,19.153,41.2,0,D
00-0035544,Tom Kennedy,WR,28.492,3.256,421,18.722,41.2,1,C
00-0039878,Edefuan Ulofoshio,LB,30.013,5.066,60,14.815,41.2,0,D
00-0034387,Bilal Nichols,DL,26.582,2.478,3574,19.146,41.1,1,C
00-0039436,Jaylen Harrell,DL,26.226,2.364,611,19.134,41.1,1,C
00-0030578,Cordarrelle Patterson,RB,26.723,2.876,2663,18.095,41.0,0,D
00-0036081,Broderick Washington,DL,26.007,2.294,1875,19.126,41.0,1,C
00-0036341,Khalid Kareem,LB,28.725,3.102,585,19.42,41.0,1,C
00-0037153,Vi Jones,LB,30.491,5.662,51,13.507,41.0,0,D
00-0038980,Zach Harrison,DL,25.538,2.146,809,19.1,40.9,1,C
00-0039014,Dawand Jones,OL,26.566,2.072,1297,20.352,40.9,1,C
00-0039858,Cedric Gray,LB,25.171,1.92,910,19.411,40.9,1,C
00-0037661,Ja'Marcus Ingram,DB,29.472,3.195,362,19.887,40.8,1,C
00-0037382,Brandon Johnson,WR,28.034,3.135,537,18.629,40.8,0,D
00-0037591,Leroy Watson IV,OL,30.473,3.406,238,20.256,40.8,0,D
00-0034352,Connor Williams,OL,26.99,2.223,5606,20.32,40.7,0,D
00-0036366,Neville Gallimore,DL,24.871,1.938,1987,19.056,40.7,1,C
00-0036370,Joshua Kelley,RB,26.789,2.917,1059,18.037,40.7,0,D
00-0039376,Spencer Rattler,QB,23.604,1.963,828,17.716,40.7,1,C
00-0040685,Mason Graham,DL,24.505,1.813,728,19.065,40.7,1,C
00-0039902,Chris Braswell,LB,26.72,2.462,579,19.333,40.6,1,C
00-0036272,Ben Bartch,OL,27.1,2.275,1626,20.275,40.5,1,C
00-0036166,Dane Jackson,DB,27.155,2.445,2413,19.82,40.5,1,C
00-0037004,Hunter Long,TE,24.735,2.171,747,18.222,40.5,1,C
00-0038090,Skyy Moore,WR,25.946,2.46,1016,18.565,40.5,1,C
00-0035000,Quinton Bell,LB,28.606,3.097,404,19.316,40.5,1,C
00-0037842,Derion Kendrick,DB,27.511,2.567,1406,19.811,40.5,1,C
00-0038984,Kei'Trel Clark,DB,27.385,2.521,713,19.823,40.5,1,C
00-0039681,Tyler Owens,DB,32.212,5.48,66,15.772,40.5,1,C
00-0033084,Kendall Fuller,DB,26.421,2.208,7212,19.796,40.4,0,D
00-0033591,Noah Brown,WR,25.129,2.191,2600,18.555,40.4,1,C
00-0033869,Mitchell Trubisky,QB,26.071,2.813,3838,17.631,40.4,1,C
00-0035973,Patrick Taylor,RB,26.89,2.976,469,17.962,40.4,0,D
00-0036643,K.J. Britt,LB,26.297,2.346,1048,19.261,40.3,1,C
00-0040741,Shemar Turner,DL,29.848,4.766,72,15.55,40.3,1,C
00-0032141,Geoff Swaim,TE,26.231,2.687,3071,18.171,40.2,0,D
00-0031941,Jamison Crowder,WR,26.303,2.602,4032,18.496,40.2,0,D
00-0032128,Chris Conley,WR,26.803,2.763,4264,18.514,40.2,0,D
00-0036395,K'Von Wallace,DB,26.949,2.398,1522,19.753,40.2,1,C
00-0034485,Jonathan Owens,DB,26.935,2.396,2420,19.745,40.2,1,C
00-0037010,Liam Eichenberg,OL,26.639,2.134,3448,20.237,40.2,0,D
00-0038794,Jaleel McLaughlin,RB,25.456,2.517,562,17.903,40.2,1,C
00-0034251,Daniel Ekuale,DL,25.9,2.321,1639,18.938,40.1,1,C
00-0035857,Chris Williams,DL,26.103,2.387,686,18.942,40.1,1,C
00-0038400,Tanner McKee,QB,29.667,4.038,168,17.553,40.1,1,C
00-0031388,Aaron Donald,DL,26.738,2.604,7054,18.927,40.0,0,D
00-0035686,Michael Deiter,OL,27.486,2.431,2428,20.192,40.0,0,D
00-0036501,Michael Carter II,DB,26.263,2.185,2568,19.708,40.0,1,C
00-0036534,Shane Zylstra,TE,25.433,2.44,542,18.114,40.0,1,C
00-0037205,Brenden Schooler,DB,32.61,5.026,98,17.531,40.0,1,C
00-0039903,Terrion Arnold,DB,25.498,1.93,1239,19.709,40.0,1,C
00-0038660,Trevor Nowaske,LB,28.218,3.003,391,19.209,40.0,1,C
00-0040198,Ollie Gordon II,RB,27.997,3.376,211,17.87,40.0,1,C
00-0032203,Andrus Peat,OL,26.79,2.208,5951,20.167,39.9,1,C
00-0033784,Eddie Jackson,DB,26.961,2.42,6305,19.701,39.9,0,D
00-0036237,Larrell Murchison,DL,28.105,3.066,788,18.908,39.9,1,C
00-0038570,Ventrell Miller,LB,26.621,2.48,639,19.181,39.9,1,C
00-0040174,Cam Jackson,DL,29.915,4.677,80,15.883,39.9,1,C
00-0033595,Pat O'Connor,DL,27.264,2.795,618,18.879,39.8,1,C
00-0033547,Zach Cunningham,LB,27.328,2.732,5062,19.13,39.7,1,C
00-0031260,Logan Thomas,TE,26.076,2.678,3404,18.042,39.7,0,D
00-0035298,Scott Miller,WR,25.351,2.321,1691,18.387,39.7,1,C
00-0040686,Josh Conerly Jr.,OL,25.089,1.65,978,20.138,39.7,1,C
00-0034145,Chris Lammons,DB,29.352,3.24,450,19.633,39.6,1,C
00-0036431,Jordan Fuller,DB,26.417,2.263,3419,19.627,39.6,1,C
00-0039019,John Michael Schmitz,OL,24.654,1.513,2382,20.116,39.6,1,C
00-0028924,Tashaun Gipson,DB,27.109,2.501,7888,19.605,39.5,0,D
00-0033319,Nick Mullens,QB,26.816,3.139,1423,17.399,39.5,1,C
00-0036590,Quintin Morris,TE,25.188,2.402,857,17.983,39.5,1,C
00-0038416,Tyson Bagent,QB,27.919,3.506,312,17.401,39.5,1,C
00-0027881,Jerry Hughes,DL,27.288,2.831,5389,18.794,39.4,0,D
00-0030067,Terron Armstead,OL,26.586,2.167,6073,20.085,39.4,0,D
00-0032150,Steven Nelson,DB,27.298,2.572,7719,19.581,39.4,0,D
00-0031957,Rakeem Nunez-Roches,DL,25.122,2.108,3817,18.798,39.4,1,C
00-0038108,Bailey Zappe,QB,25.952,2.863,641,17.362,39.4,0,D
00-0038390,Noah Sewell,LB,26.681,2.535,417,19.077,39.4,1,C
00-0032655,Romeo Okwara,DL,27.812,3.011,3006,18.78,39.3,0,D
00-0035629,Jonah Williams,OL,25.149,1.695,4798,20.065,39.3,1,C
00-0039906,Jer'Zhan Newton,DL,24.879,2.033,965,18.779,39.3,1,C
00-0032574,Michael Pierce,DL,26.611,2.618,2998,18.757,39.2,0,D
00-0031551,Eddie Goldman,DL,25.4,2.215,2688,18.756,39.2,1,C
00-0034830,Hayden Hurst,TE,25.847,2.638,2944,17.932,39.2,0,D
00-0038102,Kenny Pickett,QB,24.727,2.472,1592,17.31,39.2,1,C
00-0040156,Billy Bowman Jr.,DB,27.384,2.612,282,19.549,39.2,1,C
00-0034368,Josey Jewell,LB,25.457,2.15,3941,19.008,39.1,0,D
00-0035238,Cody Ford,OL,26.764,2.241,2660,20.042,39.1,1,C
00-0039442,Kingsley Eguakun,OL,28.179,3.289,132,18.312,39.1,1,C
00-0027947,Tyron Smith,OL,26.485,2.155,6059,20.019,39.0,0,D
00-0033463,Carl Lawson,DL,26.057,2.446,2905,18.718,39.0,1,C
00-0034377,Avonte Maddox,DB,25.504,2.002,3789,19.497,39.0,1,C
00-0036906,Khalil Herbert,RB,25.794,2.72,1104,17.634,39.0,1,C
00-0036617,Asante Samuel Jr.,DB,25.477,1.993,3160,19.499,39.0,1,C
00-0039051,Josh Hayes,DB,28.044,2.849,303,19.496,39.0,1,C
00-0032415,Matthew Judon,LB,25.034,2.023,5887,18.964,38.9,1,C
00-0035704,Drew Lock,QB,25.081,2.623,1784,17.212,38.9,1,C
00-0036195,Charlie Heck,OL,25.994,2.001,1822,19.99,38.9,1,C
00-0035891,Cody White,WR,28.349,3.38,287,18.207,38.9,1,C
00-0037475,Stone Smartt,TE,26.201,2.781,618,17.857,38.9,1,C
00-0037241,Trevor Penning,OL,25.347,1.784,2056,19.996,38.9,1,C
00-0038547,Luke Schoonmaker,TE,24.011,2.056,1096,17.843,38.9,1,C
00-0039158,Blake Freeland,OL,28.198,2.735,682,19.994,38.9,0,D
00-0034970,Irv Smith,TE,26.076,2.751,1846,17.822,38.8,0,D
00-0035329,Donald Parham,TE,26.18,2.786,1158,17.822,38.8,0,D
00-0037013,Zach Wilson,QB,25.351,2.722,1861,17.185,38.8,1,C
00-0037282,James Mitchell,TE,27.561,3.245,384,17.825,38.8,1,C
00-0037654,Tucker Fisk,TE,24.919,2.366,511,17.822,38.8,1,C
00-0039754,Devin Culp,TE,29.753,4.432,79,16.457,38.8,1,C
00-0040078,Brashard Smith,RB,27.073,3.163,180,17.585,38.8,1,C
00-0031581,Mark Glowinski,OL,26.955,2.331,6791,19.962,38.7,0,D
00-0019596,Tom Brady,QB,26.016,2.946,8272,17.177,38.7,0,D
00-0033557,Jalen Reeves-Maybin,LB,27.629,2.906,1583,18.911,38.7,1,C
00-0035073,Jonathan Harris,DL,26.838,2.729,960,18.65,38.7,0,D
00-0035841,Benito Jones,DL,25.153,2.168,1620,18.65,38.7,1,C
00-0038711,Mohamoud Diabate,LB,25.34,2.14,846,18.92,38.7,1,C
00-0039720,Taki Taimani,DL,32.661,5.462,97,16.273,38.7,1,C
00-0034360,Lorenzo Carter,LB,25.956,2.354,3563,18.895,38.6,0,D
00-0038122,Desmond Ridder,QB,24.823,2.563,1201,17.134,38.6,0,D
00-0037831,Nick Zakelj,OL,30.514,3.772,183,19.199,38.6,1,C
00-0039924,Dallas Turner,LB,24.679,1.933,962,18.88,38.6,1,C
00-0038645,Spencer Anderson,OL,26.064,2.037,694,19.953,38.6,1,C
00-0038471,Kadeem Telfort,OL,29.431,5.677,53,12.402,38.6,0,D
00-0032951,Laquon Treadwell,WR,27.631,3.168,2022,18.127,38.5,1,C
00-0034764,Michael Gallup,WR,26.369,2.75,4481,18.119,38.5,0,D
00-0034842,Taven Bryan,DL,25.934,2.441,2837,18.612,38.5,1,C
00-0031763,DeAndre Carter,WR,26.898,2.933,1961,18.098,38.4,0,D
00-0034681,Chase Edmonds,RB,26.797,3.101,1805,17.494,38.4,1,C
00-0035292,David Long Jr.,LB,26.095,2.42,3080,18.836,38.4,0,D
00-0036233,Donovan Peoples-Jones,WR,26.473,2.785,2494,18.117,38.4,0,D
00-0038493,Claudin Cherelus,LB,25.725,2.295,399,18.84,38.4,1,C
00-0039289,Leonard Taylor III,DL,27.015,2.807,394,18.594,38.4,1,C
00-0033783,Ahkello Witherspoon,DB,25.346,2.0,4555,19.345,38.3,1,C
00-0034385,Ja'Whaun Bentley,LB,26.515,2.568,3517,18.81,38.3,0,D
00-0036262,DaVon Hamilton,DL,23.987,1.803,2727,18.579,38.3,1,C
00-0036387,Jalen Reagor,WR,26.284,2.732,1770,18.089,38.3,0,D
00-0037077,Sam Howell,QB,25.162,2.703,1104,17.054,38.3,0,D
00-0040577,Jalon Walker,LB,25.29,2.155,466,18.825,38.3,1,C
00-0040587,Drew Kendall,OL,29.917,4.761,82,15.633,38.3,1,C
00-0035239,Sean Murphy-Bunting,DB,26.042,2.238,4213,19.328,38.2,0,D
00-0035026,Kevin Givens,DL,25.993,2.476,1776,18.565,38.2,1,C
00-0035282,Easton Stick,QB,27.432,3.469,307,17.024,38.2,0,D
00-0038095,Cordell Volson,OL,26.068,2.067,3180,19.867,38.2,0,D
00-0037826,Drake Jackson,DL,27.699,3.047,536,18.559,38.2,1,C
00-0037203,LaBryan Ray,DL,25.275,2.236,1049,18.567,38.2,1,C
00-0039873,DeWayne Carter,DL,28.696,3.381,294,18.553,38.2,0,D
00-0039890,Adonai Mitchell,WR,24.07,2.005,843,18.055,38.2,1,C
00-0031402,Zack Martin,OL,26.44,2.195,8461,19.855,38.1,0,D
00-0026143,Matt Ryan,QB,25.978,2.988,7084,17.013,38.1,0,D
00-0033949,Joshua Dobbs,QB,24.872,2.625,1085,16.997,38.1,1,C
00-0036427,Tyler Johnson,WR,24.441,2.13,1668,18.051,38.1,1,C
00-0038593,Olu Oluwatimi,OL,26.098,2.081,837,19.854,38.1,1,C
00-0038639,Cory Trice Jr.,DB,29.696,3.546,182,19.058,38.1,0,D
00-0039731,JC Latham,OL,24.651,1.595,1778,19.865,38.1,1,C
00-0031585,MyCole Pruitt,TE,25.307,2.555,2368,17.641,38.0,0,D
00-0036360,Clyde Edwards-Helaire,RB,25.85,2.815,1474,17.406,38.0,1,C
00-0036638,Darrick Forrest,DB,27.66,2.788,1205,19.297,38.0,0,D
00-0037662,C.J. Brewer,DL,29.598,3.695,212,18.513,38.0,1,C
00-0029293,Marvin Jones,WR,26.775,2.929,5854,17.987,37.9,0,D
00-0033854,Dare Ogunbowale,RB,24.515,2.382,1435,17.37,37.9,1,C
00-0039508,Jake Kubas,OL,29.755,3.555,186,19.09,37.9,0,D
00-0033221,Daniel Brunskill,OL,26.331,2.176,4772,19.803,37.8,1,C
00-0039753,Beaux Limmer,OL,25.914,2.035,1025,19.808,37.8,1,C
00-0036305,Trevis Gipson,LB,25.397,2.239,1483,18.68,37.7,1,C
00-0040169,Tonka Hemingway,DL,29.546,3.802,177,18.141,37.7,1,C
00-0034728,Jaire Alexander,DB,26.279,2.354,4755,19.218,37.6,1,C
00-0035334,Kevin Strong,DL,27.238,2.93,1147,18.448,37.6,0,D
00-0036182,Nick Westbrook-Ikhine,WR,23.901,1.993,3251,17.921,37.6,1,C
00-0036362,Willie Gay Jr.,LB,26.499,2.61,2517,18.668,37.6,1,C
00-0039874,Jaylen Wright,RB,27.714,3.471,274,17.302,37.6,1,C
00-0039770,Charles Woods,DB,30.909,4.135,157,18.504,37.6,1,C
00-0038978,Byron Young,DL,25.832,2.469,424,18.426,37.5,1,C
00-0038488,Brady Russell,RB,30.155,4.946,89,15.317,37.5,1,C
00-0040186,Francisco Mauigoa,LB,26.983,2.779,308,18.647,37.5,1,C
00-0035645,Gunner Olszewski,WR,26.809,2.976,573,17.88,37.4,1,C
00-0039686,Colson Yankoff,TE,30.201,4.485,96,16.746,37.4,1,C
